AÑO JUDICIAL;SECCIÓN - SALA;RAMA JURÍDICA;NÚMERO EXPEDIENTE;"JURISDICCIÓN
PROCEDENCIA";"JURISDICCIÓN
RESOLUCIÓN";"TÍTULO GENERAL  
(MATERIA DEL RECURSO)";"TÍTULO ESPECIFICO 
(SUMILLA)";PÁGINA;F. LIBRO;F. TOMO;F. AÑO;ENLACE;
1956;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;---;No procede una nueva denuncia sobre los mismos hechos, cuando la anterior concluyó por auto que declaró no haber lugar a juicio.;***;Anales Judiciales de la Corte Suprema de Justicia 1956;LI;---;Enlace;
1956;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;---;Siendo el propósito de la ley 10948 evitar la anulación de las audiencias en el juicio oral, las resoluciones que dicen los Tribunales Correccionales en aplicación de las reglas que ella contiene no son susceptibles de Recurso de Nulidad.;***;Anales Judiciales de la Corte Suprema de Justicia 1956;LI;---;Enlace;
1956;Sección judicial;Derecho penal. Derecho procesal penal;***;***;***;---;La incompatibilidad a que se refiere el artículo XXII del Título Preliminar sólo puede ser declarada por los Jueces en las controversias de orden civil. No habiendo ninguna disposición que faculte la aplicación del mismo principio cuando el Estado actúa como sujeto de Derecho Público en el orden constitucional, los Jueces no pueden declarar tal incompatibilidad ni tampoco la inconstitucionalidad de las leyes.;***;Anales Judiciales de la Corte Suprema de Justicia 1956;LI;---;Enlace;
1956;Sección judicial;Derecho del trabajo/laboral;***;***;***;---;Si el estado de gravidez con el cual se pretende justificar la inasistencia del trabajo no fué comunicada oportunamente al principal, la cesación en el servicio no obedece a despedida intempestiva ni injustificada.;***;Anales Judiciales de la Corte Suprema de Justicia 1956;LI;---;Enlace;
1956;Sección judicial;Derecho del trabajo/laboral;***;***;***;---;La acción para reclamar los derechos derivados de accidentes del trabajo, prescribe a los 3 años conforme a lo dispuesto por el inc. 4° del Art. 1168 del C. C.;***;Anales Judiciales de la Corte Suprema de Justicia 1956;LI;---;Enlace;
1956;Sección judicial;Derecho del trabajo/laboral;***;***;***;---;La acción sobre nulidad de una transacción celebrada de acuerdo con lo dispuesto en la Ley 1378 procede sólo como consecuencia del recurso de revisión amparado por la Corte Suprema ;***;Anales Judiciales de la Corte Suprema de Justicia 1956;LI;---;Enlace;
1956;Sección judicial;Derecho del trabajo/laboral;***;***;***;---;Siendo la neumoconiosis una enfermedad profesional evolutiva el plazo señalado en el Art. 61 de la Ley 1378 no puede computarse rigurosamente desde la fecha de la sentencia que puso término al juicio, como ocurre en los casos de accidente de trabajo. ;***;Anales Judiciales de la Corte Suprema de Justicia 1956;LI;---;Enlace;
1957;Sección judicial;Derecho civil;***;***;***;---;Es nulo el matrimonio celebrado por persona cuyo juicio de divorcio de un matrimonio anterior no se encuentra terminado en la fecha de su realización;9;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil;***;***;***;---;Dada la naturaleza del mutuo disenso no es exigible que el poder que se otorgue para el procedimiento respectivo exprese la causa en que se funda, como lo establece el art. 152 del C.C. que se refiere a los casos de nulidad de matrimonio;12;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil;***;***;***;---;El abandono del hogar para dar lugar al divorcio debe estar inspirado por la intención manifiesta del demandado de sustraerse maliciosamente al cumplimiento de sus obligaciones conyugales;14;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil;***;***;***;---;El régimen familiar establecido en la sentencia que declara la separsción por mutuo disenso no puede ser modificado en la que disuelve el vínculo matrimonial;16;Anales Judiciales de la Corte Suprema de Justicia 1958;LII;---;Enlace;
1957;Sección judicial;Derecho civil;***;***;***;---;En las demandas de nulidad de una compra-venta fundadas en su simulación, es insuficiente la prueba actuada que se refiere únicamente a demostrar la incapacidad económica del litigante;21;Anales Judiciales de la Corte Suprema de Justicia 1959;LII;---;Enlace;
1957;Sección judicial;Derecho civil;***;***;***;---;Siendo el objeto de la controversia el pago de daños y perjuicios, es nula la sentencia que remite la determinación de la suma reclamada a una posterior valorización pericial, porque ello significa no pronunciarse sobre punto expresamente demandado.;24;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil;***;***;***;---;No procede demandar perjuicios al ex-inquilino bajo el concepto de considerar como tales la diferencia entre el monto de los arrendamientos pactados y lo que se afirman habrían podido cobrarse a la fecha que termina un juicio de desahucio.;26;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil;***;***;***;---;La oposición a la consignación debe resolverse declarando si el deudor queda libre o no de responsabilidad mediante la consignación efectuada.;30;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil;***;***;***;---;En las ventas judiciales de inmuebles el plazo a que se refiere el art. 1446 del C.C. se computa desde la fecha en que se otorga la escritura pública correspondiente.;32;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;---;La acción interpuesta por la cónyuge de un empleado para que se declare la proporción que le corresponde en los derechos sociales del mismo, debe ventilarse ante el fuero común.;39;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;---;Tratándose de letras protestadas la demanda ejecutiva debe entablarse ante el juez del lugar señalado para el cumplimiento de la obligación, es decir, en el domicilio del aceptante.;***;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;---;No procede la acumulación de los juicios de desahucio e interdicto de retener, porque están sometidos a procedimientos especiales.;***;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;---;Es implicante amparar la excepción de jurisdicción y declarar a la vez la inadmisibilidad de la demanda.;***;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;---;La excepción de pleito pendiente no puede plantearse invocando la existencia de una demanda, si ésta no ha sido todavía contestada;***;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;---;Si la excepción de falta de personería es propuesta como perentoria, el juez no debe tramitarla como dilatoria;***;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;---;Los expedientes judiciales ofrecidos como prueba pueden ser tachados de falsos o nulos.;***;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;---;Son nulos el remate y la adjudicación cuando en los avisos que se hicieron con tal finalidad no se consignaron los gravámenes que el inmueble tenía.;***;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
1957;Sección judicial;Derecho civil. Derecho procesal civil;***;***;***;---;La tercería excluyente de dominio amparada en título no inscrito, no suspende el remate cuando por sentencia ejecutoriada de fecha anterior se ha declarado que tal bien es de propiedad del ejecutado.;***;Anales Judiciales de la Corte Suprema de Justicia 1957;LII;---;Enlace;
